female,age,coupon,start,time,churn,followtime
1,73,1,168,759,0,197
1,20,1,5,391,0,360
0,30,0,354,25,0,11
1,60,1,57,1464,1,308
1,17,1,348,273,1,17
0,59,1,24,1139,0,341
1,34,1,345,9,1,9
0,29,1,25,405,0,340
0,32,0,196,285,0,169
1,30,0,86,418,1,279
1,16,0,45,23,1,23
0,37,1,28,738,0,337
1,83,1,11,385,1,354
0,37,1,203,517,1,162
0,50,1,323,1332,1,42
0,70,0,275,452,0,90
0,45,0,352,1016,0,13
0,25,0,203,501,0,162
1,62,1,252,777,1,113
0,73,1,217,499,0,148
0,18,1,220,1090,1,145
0,78,0,210,509,0,155
1,24,0,279,160,1,86
1,71,0,289,1643,1,76
1,66,0,154,237,1,211
0,47,0,169,612,1,196
1,19,1,132,580,1,233
1,54,0,17,105,0,105
1,80,1,288,880,1,77
1,50,1,11,1221,1,354
0,73,0,233,1650,0,132
0,39,1,103,989,0,262
0,72,1,356,573,0,9
0,35,0,89,565,1,276
1,42,1,26,509,0,339
0,14,0,233,996,1,132
0,72,0,17,900,0,348
0,17,0,348,341,1,17
1,61,1,292,1150,1,73
0,60,0,185,563,0,180
1,66,1,60,655,1,305
1,33,1,12,703,1,353
0,55,1,223,81,1,81
1,48,1,161,1137,0,204
0,36,1,176,461,1,189
0,45,1,74,41,0,41
1,31,1,5,16,1,16
0,56,1,162,886,1,203
1,41,1,177,367,1,188
1,63,1,270,1229,0,95
0,33,1,115,92,1,92
1,25,0,341,328,0,24
1,56,1,36,1712,1,329
0,41,1,328,226,1,37
1,83,1,30,955,0,335
0,81,0,352,737,1,13
0,37,1,126,946,0,239
0,48,1,290,971,0,75
1,29,1,311,1283,0,54
0,84,0,46,340,1,319
0,73,1,50,593,0,315
1,24,0,137,639,0,228
0,73,1,289,43,1,43
1,56,0,312,647,1,53
0,70,0,165,1606,1,200
0,32,0,194,583,0,171
0,18,1,61,531,0,304
1,34,1,258,553,1,107
1,58,1,346,10,1,10
1,72,1,142,1365,1,223
0,52,0,203,1369,1,162
0,46,0,95,29,1,29
0,47,0,231,1115,0,134
0,69,0,166,251,1,199
1,60,1,214,1321,0,151
1,39,0,101,1515,0,264
1,14,1,105,733,0,260
0,53,0,124,317,0,241
0,27,1,130,132,0,132
1,29,0,275,75,1,75
1,38,1,149,1360,1,216
0,72,0,119,786,0,246
1,57,0,134,1386,1,231
0,84,0,310,1542,0,55
0,69,1,80,1465,1,285
0,20,1,42,669,1,323
1,28,1,186,53,1,53
0,78,1,152,38,0,38
0,81,1,338,653,1,27
1,16,1,59,1105,0,306
0,82,1,103,1070,1,262
1,85,0,191,1691,1,174
1,14,0,49,303,1,303
0,14,0,310,1087,1,55
0,29,1,198,1278,0,167
0,84,0,10,664,0,355
1,74,0,208,1317,1,157
1,25,1,230,1126,1,135
1,64,0,1,19,0,19
0,28,0,165,684,0,200
0,54,0,57,994,0,308
0,68,1,301,163,0,64
1,20,0,333,286,1,32
1,16,1,175,333,0,190
0,40,1,209,166,0,156
1,80,0,172,373,0,193
0,60,0,140,303,0,225
0,62,1,248,331,0,117
1,34,0,85,953,1,280
1,84,1,165,1000,0,200
1,17,0,153,559,1,212
1,79,0,5,21,1,21
1,74,0,155,1687,0,210
0,22,1,273,12,0,12
1,43,0,3,1461,0,362
0,72,0,212,932,1,153
0,35,1,119,1029,0,246
1,80,0,272,1446,0,93
1,65,1,88,44,0,44
1,83,0,342,1858,0,23
1,44,0,60,263,1,263
1,70,0,22,1682,1,343
1,60,1,88,371,0,277
0,69,1,255,672,0,110
0,34,0,279,1076,1,86
0,53,1,72,1508,0,293
0,15,1,365,754,1,0
1,55,1,326,175,1,39
1,56,1,201,354,0,164
1,66,1,199,1650,1,166
0,64,1,214,1196,0,151
0,41,0,154,432,1,211
1,60,1,248,1250,0,117
1,47,1,36,1139,1,329
1,43,1,183,118,0,118
1,63,0,135,902,0,230
0,22,0,337,259,1,28
1,34,0,263,1320,1,102
0,60,1,122,561,0,243
0,65,0,88,276,0,276
0,35,1,334,528,0,31
1,52,0,209,5,1,5
0,35,0,49,697,1,316
1,68,0,67,1026,0,298
0,40,0,13,166,1,166
0,40,1,305,1214,1,60
1,64,0,193,907,0,172
0,85,1,253,21,1,21
1,63,0,260,1511,0,105
0,79,1,361,803,0,4
1,35,0,279,135,1,86
1,76,1,117,1260,1,248
0,61,0,107,1299,0,258
1,61,1,299,956,0,66
1,20,1,250,166,1,115
0,75,1,42,850,0,323
0,66,0,79,1659,1,286
0,39,0,271,610,1,94
1,45,1,37,92,1,92
1,48,0,216,916,0,149
1,52,0,284,779,0,81
0,77,1,3,6,0,6
0,66,1,245,376,1,120
1,80,1,229,1301,0,136
0,64,0,139,780,1,226
1,62,0,186,797,1,179
1,77,0,170,695,1,195
0,35,0,108,979,0,257
1,62,1,304,17,0,17
1,54,1,32,513,1,333
0,36,1,109,77,1,77
0,30,1,125,863,0,240
0,37,1,82,8,0,8
1,62,1,280,336,0,85
0,35,0,187,406,0,178
0,57,0,173,1472,0,192
0,42,1,104,251,0,251
1,47,1,323,18,1,18
1,18,0,155,254,1,210
1,72,1,10,781,0,355
0,24,1,209,1297,0,156
0,64,1,249,1030,0,116
0,46,1,337,1158,0,28
1,59,0,8,1173,1,357
1,29,0,209,420,0,156
1,65,0,232,1076,0,133
0,68,0,64,1680,0,301
1,22,0,277,874,0,88
1,17,0,255,247,1,110
0,20,1,259,633,0,106
1,71,1,289,209,0,76
1,47,1,196,873,1,169
0,13,1,122,888,0,243
0,84,0,9,1060,1,356
1,34,0,67,1,1,1
0,85,1,300,1552,1,65
1,69,0,14,1102,0,351
1,14,1,153,682,1,212
0,60,0,86,1592,0,279
0,14,0,363,1308,1,2
0,61,0,11,1155,0,354
1,85,0,186,101,1,101
0,40,0,205,1324,1,160
1,49,0,81,66,0,66
0,63,0,203,553,1,162
0,37,0,41,1154,1,324
1,77,1,174,719,0,191
1,67,1,127,713,1,238
0,20,0,344,817,1,21
0,74,0,313,1691,1,52
0,79,0,143,235,0,222
1,35,1,288,455,1,77
1,38,1,19,1320,1,346
0,16,1,14,260,1,260
0,77,0,23,1359,1,342
0,48,1,74,563,1,291
0,69,0,249,1271,1,116
1,70,1,181,736,1,184
0,26,0,349,557,1,16
0,76,1,206,705,0,159
0,17,1,151,1039,1,214
0,57,1,324,1389,0,41
1,32,0,163,15,1,15
0,45,0,241,692,0,124
1,23,1,226,257,1,139
0,70,1,337,718,1,28
0,67,1,113,1245,0,252
1,52,1,262,244,1,103
1,67,0,365,943,0,0
0,32,1,317,1303,1,48
0,32,1,332,1088,1,33
1,61,0,7,124,0,124
1,83,0,286,945,1,79
0,45,0,218,1174,1,147
0,29,1,131,698,0,234
0,26,1,98,602,0,267
1,61,1,208,484,0,157
1,53,1,30,42,0,42
1,50,1,296,880,0,69
0,57,0,69,84,0,84
1,42,0,103,465,1,262
0,44,1,16,274,1,274
0,75,1,166,359,0,199
0,38,0,287,269,1,78
1,79,0,186,867,0,179
1,79,1,66,427,1,299
1,55,0,153,736,1,212
0,21,1,224,632,0,141
0,47,1,31,160,0,160
0,75,0,104,505,1,261
0,71,0,69,10,0,10
0,46,0,30,167,1,167
0,76,1,216,156,1,149
0,29,1,253,1180,0,112
0,83,0,356,724,0,9
0,16,0,354,541,1,11
1,84,1,72,663,1,293
1,14,1,356,171,1,9
0,66,0,324,15,0,15
0,82,1,10,1694,0,355
1,61,0,68,663,0,297
0,22,0,240,380,1,125
1,76,0,138,848,0,227
1,79,0,191,463,1,174
0,64,1,115,203,1,203
0,48,0,304,1353,0,61
0,49,0,233,740,0,132
1,46,1,242,657,1,123
1,33,1,141,186,0,186
0,51,0,31,271,0,271
0,74,1,327,1245,0,38
0,35,0,244,1295,0,121
1,19,1,322,878,1,43
0,62,1,202,1475,0,163
0,48,0,305,1114,0,60
0,65,0,171,1626,0,194
0,78,0,130,588,1,235
1,57,1,70,631,1,295
0,29,0,226,190,1,139
1,75,0,239,407,0,126
1,60,1,16,294,1,294
0,52,0,113,977,1,252
1,57,0,259,1611,0,106
0,53,1,305,796,1,60
0,56,1,241,349,0,124
1,28,0,114,793,0,251
1,52,0,126,356,1,239
0,51,1,125,371,1,240
0,38,0,84,187,1,187
1,79,1,123,662,1,242
0,77,1,226,1024,0,139
1,39,1,351,476,0,14
0,75,0,197,767,1,168
0,59,1,342,258,1,23
0,60,1,117,479,1,248
1,30,1,210,927,1,155
0,84,0,49,1704,1,316
0,76,1,265,322,1,100
1,70,1,336,561,1,29
1,77,1,303,1516,0,62
0,16,0,110,858,0,255
1,69,1,260,951,0,105
1,60,1,182,1578,1,183
0,53,1,60,184,1,184
0,36,1,311,1295,1,54
1,42,1,79,893,0,286
0,49,1,69,370,0,296
0,28,0,196,1152,1,169
0,19,0,168,668,0,197
0,83,0,224,24,0,24
1,76,1,112,1595,1,253
0,61,1,295,1319,0,70
1,35,1,218,715,0,147
1,16,1,348,303,1,17
1,21,1,41,494,0,324
1,39,1,156,745,0,209
0,15,0,363,119,1,2
0,34,0,128,1066,0,237
1,55,0,74,23,1,23
0,45,1,223,955,0,142
0,84,1,320,1490,1,45
1,80,1,216,1569,0,149
1,84,0,18,903,1,347
0,42,0,166,1390,1,199
1,76,1,39,12,0,12
0,13,0,231,348,1,134
0,35,0,360,422,1,5
1,63,1,24,892,1,341
0,24,0,257,1371,1,108
0,79,0,272,139,1,93
1,24,1,4,23,1,23
1,43,1,186,259,0,179
0,53,0,255,1435,1,110
0,76,0,121,399,1,244
0,83,0,353,725,0,12
1,29,0,297,901,0,68
1,68,0,52,1496,1,313
1,44,1,165,1266,1,200
1,39,1,359,753,0,6
1,59,1,132,982,1,233
0,84,1,114,225,0,225
1,35,1,1,1163,1,364
0,46,1,330,1318,0,35
1,77,1,183,107,1,107
1,73,0,313,769,0,52
1,54,0,120,1171,0,245
0,17,0,10,24,0,24
0,69,1,245,737,1,120
0,23,0,110,761,1,255
0,67,1,108,303,0,257
0,62,0,318,859,0,47
1,36,0,153,486,1,212
0,74,1,70,338,0,295
1,35,0,101,380,0,264
0,51,1,98,156,0,156
1,57,1,223,333,0,142
0,23,1,254,898,1,111
1,51,0,211,574,1,154
1,53,1,61,674,1,304
0,47,0,255,1069,1,110
1,53,0,153,1358,1,212
1,54,1,79,864,1,286
1,34,1,150,516,0,215
1,22,0,96,174,1,174
0,66,1,259,1645,1,106
1,51,0,194,1108,1,171
0,40,1,98,636,0,267
1,32,0,259,768,0,106
1,65,1,26,531,1,339
1,13,0,292,929,0,73
0,59,0,51,553,0,314
0,30,1,71,832,0,294
0,40,1,338,926,0,27
1,82,0,262,402,1,103
1,81,1,103,424,1,262
1,41,0,138,627,0,227
0,43,1,271,129,1,94
0,79,1,126,1086,1,239
0,43,0,56,865,1,309
1,50,0,67,560,1,298
1,81,1,17,1216,1,348
0,35,0,272,565,1,93
0,63,1,92,780,0,273
1,18,0,90,526,1,275
1,24,0,186,197,0,179
1,47,0,124,1221,0,241
0,62,1,192,621,1,173
1,72,1,66,1262,0,299
0,65,0,18,1395,1,347
1,70,0,207,845,0,158
1,65,1,39,518,1,326
0,52,0,323,737,0,42
0,81,1,54,899,0,311
0,49,0,293,278,1,72
0,22,0,123,1178,0,242
0,30,1,250,1317,0,115
1,28,0,353,805,0,12
0,55,0,138,286,1,227
1,31,1,260,1253,0,105
0,75,1,218,1407,1,147
1,28,1,139,446,1,226
0,50,1,226,1409,0,139
1,78,1,271,1104,0,94
1,29,0,265,463,1,100
0,35,1,216,1205,0,149
1,69,0,137,1245,1,228
1,48,0,193,1105,1,172
1,30,0,364,10,0,1
0,84,0,276,1347,1,89
0,16,1,120,690,1,245
1,21,1,336,1078,1,29
0,78,1,254,867,1,111
1,74,1,250,830,0,115
0,83,1,313,1276,0,52
1,61,0,41,617,0,324
1,51,1,87,1382,1,278
1,48,0,50,303,0,303
0,64,0,178,438,0,187
1,77,0,236,1347,1,129
1,76,0,92,277,0,273
1,14,0,49,1093,0,316
0,69,1,192,463,1,173
1,26,1,261,677,1,104
0,46,0,263,855,0,102
1,55,1,214,1019,1,151
1,13,1,343,905,1,22
1,67,1,301,1220,0,64
0,55,1,71,762,1,294
0,28,1,12,12,1,12
0,63,1,314,1090,0,51
0,24,1,52,1138,0,313
0,46,1,177,27,0,27
1,40,0,150,1057,0,215
1,49,0,324,339,0,41
1,28,1,124,668,1,241
0,81,0,53,919,1,312
1,17,0,302,933,1,63
0,50,0,134,1561,0,231
0,15,0,191,319,0,174
1,68,0,268,223,1,97
0,32,0,257,540,1,108
1,29,1,306,472,1,59
0,60,0,157,260,1,208
1,24,0,116,966,1,249
1,78,1,276,1404,0,89
1,50,1,266,1386,0,99
1,36,1,307,252,1,58
1,54,1,95,1066,1,270
0,82,1,144,915,0,221
1,20,1,15,44,0,44
1,75,0,65,152,1,152
0,37,1,51,11,0,11
0,64,1,122,1552,0,243
0,35,1,183,1136,1,182
0,76,1,105,939,1,260
0,27,1,133,1350,0,232
0,48,1,241,485,0,124
0,84,1,92,1194,1,273
1,37,0,227,289,1,138
0,31,0,169,767,0,196
1,85,1,219,1751,0,146
0,70,1,216,22,1,22
0,26,1,333,1194,0,32
0,84,0,191,981,0,174
1,25,0,243,1110,0,122
0,17,1,19,342,0,342
0,71,1,40,229,0,229
1,31,0,39,923,0,326
1,26,1,79,1098,0,286
0,80,0,355,1405,1,10
0,70,0,267,329,1,98
1,75,1,169,493,0,196
0,34,0,151,1040,0,214
1,76,0,166,1675,0,199
1,73,0,226,1124,1,139
0,60,0,172,1735,0,193
1,48,1,322,593,0,43
1,50,1,163,541,1,202
0,28,1,277,70,1,70
1,29,0,115,531,0,250
1,77,0,205,1008,0,160
1,56,1,355,1036,0,10
1,57,1,238,296,1,127
1,15,0,358,289,1,7
0,23,0,106,271,0,259
1,50,1,22,85,1,85
1,27,1,342,487,0,23
0,49,1,30,197,1,197
0,51,1,145,1033,0,220
1,82,1,277,481,1,88
1,26,0,136,1244,1,229
1,25,0,161,34,0,34
1,72,0,136,1318,0,229
1,75,0,169,663,1,196
1,42,1,322,937,1,43
0,20,1,130,454,0,235
0,28,1,258,1260,1,107
0,21,0,217,263,1,148
0,47,0,223,833,0,142
0,41,0,321,267,1,44
1,44,0,10,34,1,34
0,14,0,225,907,0,140
1,40,0,287,95,0,78
1,59,1,211,1203,0,154
1,14,1,191,1171,0,174
0,28,1,254,545,0,111
1,70,1,263,843,1,102
1,49,0,121,675,0,244
0,41,1,311,191,0,54
0,24,0,78,294,1,287
0,80,1,250,302,0,115
1,46,0,332,936,1,33
0,19,1,149,199,0,199
1,52,1,197,1108,1,168
1,69,1,256,259,1,109
0,85,1,245,43,0,43
1,78,0,89,1530,1,276
1,81,1,300,1550,0,65
1,59,0,36,1216,1,329
1,15,1,288,292,1,77
1,14,1,239,841,1,126
0,31,1,252,924,0,113
1,71,0,238,1090,0,127
0,38,1,301,76,0,64
0,25,1,57,387,1,308
1,13,0,177,1067,0,188
0,23,0,257,459,0,108
0,65,1,164,1184,1,201
0,52,0,184,391,1,181
0,61,1,287,946,0,78
0,73,1,282,758,1,83
0,70,1,9,497,0,356
0,69,0,360,1058,0,5
1,54,0,184,1521,0,181
1,53,1,203,1315,1,162
1,25,1,355,631,0,10
0,51,1,360,524,0,5
0,65,1,58,513,0,307
1,34,1,29,1075,0,336
0,81,0,311,558,0,54
0,67,0,318,1517,0,47
1,45,1,320,953,1,45
0,54,1,55,864,0,310
1,58,1,223,96,0,96
1,47,1,244,1208,1,121
0,47,0,126,500,0,239
0,49,1,116,1528,1,249
0,28,0,233,963,1,132
1,30,0,61,357,1,304
0,43,1,201,474,0,164
0,40,0,150,1186,0,215
1,59,0,79,1251,0,286
0,73,1,357,479,1,8
1,80,0,93,1036,0,272
1,36,0,265,660,1,100
1,31,0,258,447,0,107
1,15,0,78,844,1,287
1,73,1,95,212,0,212
1,21,1,3,1098,0,362
1,77,0,228,1353,1,137
0,50,1,344,962,0,21
1,53,1,330,919,1,35
1,23,1,59,667,0,306
1,32,0,323,631,1,42
1,75,1,62,1151,0,303
0,15,0,341,0,0,0
1,70,0,40,1306,0,325
0,16,1,364,728,1,1
0,78,0,63,461,1,302
1,84,1,38,1644,0,327
0,26,1,334,731,1,31
0,84,0,168,1397,0,197
1,85,0,79,73,1,73
1,29,0,306,402,0,59
1,66,0,68,781,0,297
0,31,1,35,968,0,330
1,31,1,56,932,0,309
0,84,0,210,85,0,85
0,13,0,243,11,0,11
1,63,0,282,1109,1,83
1,65,1,125,885,1,240
1,82,1,320,1123,1,45
0,80,0,168,1009,1,197
0,79,1,51,5,1,5
1,46,1,107,408,1,258
1,70,0,350,753,1,15
1,75,1,178,1201,0,187
1,74,1,254,286,0,111
0,63,0,177,812,0,188
1,62,0,90,1260,0,275
1,53,0,87,622,1,278
0,37,0,162,791,0,203
1,27,1,301,1060,0,64
0,80,0,29,509,1,336
0,37,1,175,674,0,190
1,75,0,347,1213,0,18
1,43,1,253,313,0,112
0,53,1,321,1372,0,44
1,60,1,347,625,0,18
1,19,1,283,465,1,82
1,75,1,270,1579,0,95
0,47,1,273,161,0,92
1,23,0,160,1229,1,205
1,55,0,337,1118,1,28
0,49,1,261,819,1,104
0,17,0,235,453,0,130
0,19,0,208,273,1,157
0,45,1,303,103,1,62
0,67,0,51,1304,0,314
1,63,1,208,8,0,8
0,31,1,276,18,0,18
1,17,0,141,463,1,224
1,81,0,360,665,1,5
1,36,0,95,752,1,270
1,43,1,277,1324,0,88
1,58,0,290,1176,0,75
0,28,1,231,1091,0,134
1,84,0,345,1358,0,20
0,49,1,140,18,1,18
0,49,1,219,305,0,146
0,71,0,274,1196,1,91
0,29,0,75,157,0,157
1,21,1,261,1207,1,104
0,32,0,145,795,0,220
1,73,0,274,593,1,91
0,62,0,118,63,1,63
1,23,0,218,29,0,29
0,59,0,39,1324,1,326
1,36,0,52,1265,0,313
0,36,1,344,294,1,21
1,33,0,94,1258,0,271
1,26,0,236,175,1,129
0,42,1,351,793,1,14
0,42,0,27,55,0,55
1,85,0,45,828,0,320
0,67,1,202,1021,0,163
1,28,1,221,889,1,144
1,16,1,260,347,0,105
0,22,0,196,193,1,169
1,78,0,332,70,0,33
1,43,0,350,116,1,15
1,51,0,119,934,0,246
0,85,1,57,687,1,308
0,65,1,314,1392,0,51
1,39,0,223,820,0,142
1,66,1,223,1144,1,142
0,23,0,118,1037,1,247
0,45,0,326,468,0,39
1,83,1,247,1915,0,118
0,75,0,37,522,0,328
1,37,1,36,650,1,329
1,81,1,329,749,1,36
1,53,0,7,725,1,358
1,19,0,165,780,0,200
1,70,0,170,157,1,157
1,45,1,93,37,1,37
0,25,0,223,1210,1,142
1,50,0,225,159,1,140
0,54,0,72,1494,1,293
0,20,0,203,3,1,3
1,15,1,358,1103,0,7
1,33,1,10,111,0,111
0,16,0,260,1058,1,105
0,46,1,54,14,0,14
1,15,0,69,198,1,198
1,34,0,328,433,0,37
1,62,1,188,402,0,177
1,24,1,64,704,1,301
0,63,0,28,1485,1,337
1,85,1,313,1477,0,52
0,38,1,117,681,1,248
1,85,1,164,634,0,201
1,73,0,178,997,1,187
1,26,1,150,1390,1,215
0,81,0,310,1585,0,55
1,49,1,111,921,1,254
0,19,1,180,117,1,117
0,65,0,351,1594,0,14
0,44,0,111,1236,1,254
1,17,0,143,21,0,21
1,17,0,84,345,0,281
0,23,0,269,1196,0,96
0,19,1,251,459,0,114
1,20,1,83,2,1,2
0,51,0,98,1237,0,267
0,18,1,335,729,0,30
1,71,1,317,1228,0,48
1,19,0,61,1139,0,304
1,74,0,160,1525,0,205
1,61,0,107,677,0,258
0,26,0,102,446,1,263
1,36,0,275,909,0,90
0,82,1,332,60,0,33
1,48,0,161,33,1,33
0,84,0,248,1442,1,117
0,74,0,215,274,1,150
0,26,0,122,730,1,243
1,77,0,228,216,0,137
1,80,1,85,1042,1,280
0,76,0,175,897,0,190
1,57,0,204,833,1,161
1,42,0,331,696,0,34
0,44,1,272,522,0,93
0,54,1,332,1369,1,33
0,72,0,339,1688,0,26
0,20,0,65,859,0,300
0,55,0,186,1176,0,179
1,35,0,105,291,0,260
0,31,1,176,174,0,174
1,49,1,169,259,1,196
0,58,1,84,40,0,40
1,25,0,245,297,0,120
0,31,0,60,379,0,305
1,52,1,104,1408,1,261
0,63,0,85,1053,1,280
0,44,1,139,587,1,226
0,69,0,80,587,0,285
0,34,1,124,660,1,241
1,65,0,93,1071,0,272
0,39,0,284,253,0,81
1,29,1,364,306,0,1
1,52,1,143,154,0,154
1,61,1,228,1409,1,137
0,73,0,221,242,0,144
0,20,0,154,30,0,30
0,23,0,271,847,0,94
0,17,0,249,1094,0,116
0,84,0,305,18,0,18
1,64,1,30,1210,1,335
1,13,0,237,1078,1,128
0,67,0,162,1052,0,203
0,34,0,173,1520,0,192
1,34,1,14,1200,0,351
0,79,0,156,1067,0,209
1,39,0,20,554,1,345
1,39,1,79,231,1,231
0,58,0,364,210,0,1
0,70,0,304,900,0,61
1,68,0,66,1537,1,299
0,56,0,223,1212,1,142
0,16,0,173,715,0,192
0,62,1,354,1479,1,11
1,34,1,181,313,0,184
0,27,1,362,446,1,3
0,64,1,152,691,1,213
1,51,1,46,1357,1,319
1,61,1,234,816,0,131
1,28,0,329,1002,0,36
0,51,1,109,1175,0,256
1,71,1,135,260,0,230
0,83,0,7,667,1,358
1,29,0,349,523,0,16
1,44,1,147,1149,1,218
0,75,0,344,419,1,21
1,45,0,292,761,1,73
1,21,0,18,972,0,347
0,60,0,72,1075,1,293
0,56,0,202,1346,0,163
0,17,0,64,1096,0,301
1,31,0,19,1062,0,346
1,19,1,170,203,0,195
1,77,1,72,1224,1,293
1,32,1,109,7,0,7
0,78,1,40,267,0,267
1,32,1,144,960,0,221
0,50,0,111,1455,0,254
0,41,1,5,686,1,360
1,45,1,281,1347,1,84
0,23,0,272,1200,0,93
1,45,0,8,306,0,306
1,23,1,86,108,1,108
1,61,1,220,649,0,145
1,51,0,184,651,1,181
0,68,1,362,1299,1,3
1,19,1,318,12,1,12
1,26,1,30,149,1,149
1,26,1,363,456,0,2
1,24,1,100,266,1,265
0,52,1,171,1262,1,194
1,27,0,216,935,1,149
0,37,1,95,1342,1,270
0,77,1,313,379,0,52
0,45,1,168,1323,1,197
1,43,1,313,1246,0,52
1,26,0,16,116,1,116
1,81,1,73,152,1,152
1,47,1,137,997,1,228
1,59,1,271,769,0,94
0,23,1,166,10,1,10
0,43,1,284,777,1,81
0,83,1,66,608,0,299
0,37,0,68,982,1,297
0,73,1,328,989,1,37
1,68,0,274,884,0,91
0,78,0,95,1432,1,270
1,69,0,219,833,1,146
0,80,0,227,1397,1,138
0,61,0,277,163,0,88
1,70,1,318,1195,0,47
0,54,0,242,146,0,123
1,56,1,310,942,1,55
0,74,0,187,34,1,34
1,23,1,73,1027,0,292
1,60,0,190,522,0,175
0,70,1,228,1105,0,137
0,72,1,94,371,1,271
0,46,0,198,903,1,167
1,31,1,289,212,1,76
0,56,1,77,272,1,272
0,81,0,85,843,0,280
0,79,0,250,709,1,115
0,65,0,297,106,0,68
1,16,0,77,20,0,20
0,76,0,220,539,0,145
0,46,0,218,172,0,147
0,53,0,265,1663,1,100
1,22,0,157,624,1,208
0,67,1,218,1599,0,147
1,26,1,343,1208,1,22
1,77,0,340,5,1,5
1,37,1,92,1138,1,273
0,53,0,243,1565,0,122
0,66,1,64,112,0,112
0,26,1,321,1107,0,44
0,23,1,307,805,0,58
1,72,1,330,453,0,35
1,64,0,284,463,0,81
1,18,1,226,117,0,117
0,68,0,7,1410,0,358
1,45,1,334,946,0,31
1,79,1,172,458,1,193
1,50,0,189,646,0,176
0,38,1,356,9,0,9
0,33,1,210,69,0,69
0,57,0,73,422,0,292
0,81,1,308,1689,0,57
1,44,1,18,96,0,96
1,61,1,46,172,1,172
0,36,1,204,864,0,161
0,14,0,172,112,1,112
0,47,0,254,781,0,111
1,67,0,224,639,1,141
1,43,1,345,523,0,20
0,45,0,245,1201,0,120
0,80,0,322,1269,0,43
0,42,0,329,1126,0,36
0,68,0,157,20,1,20
0,45,1,196,867,0,169
1,72,1,197,1795,1,168
0,44,1,312,704,1,53
0,65,1,21,986,0,344
0,66,0,71,647,0,294
0,50,1,64,749,1,301
0,28,1,225,219,0,140
0,45,0,13,1183,0,352
0,37,0,56,1116,0,309
0,30,1,265,759,0,100
0,41,0,188,467,1,177
0,38,0,329,107,0,36
1,83,0,316,416,1,49
0,34,0,41,125,1,125
1,67,0,114,1438,1,251
1,51,1,142,107,1,107
0,38,0,310,839,1,55
1,27,1,85,351,1,280
1,24,1,288,613,0,77
1,81,0,333,1010,1,32
0,16,1,66,692,1,299
1,13,1,93,225,1,225
1,80,0,41,1610,0,324
0,40,1,245,1461,1,120
1,14,0,141,186,1,186
0,51,1,362,1412,0,3
0,45,1,11,372,0,354
1,38,0,338,580,1,27
1,74,1,342,147,0,23
1,49,0,115,440,1,250
0,72,0,319,1249,1,46
1,53,1,238,320,0,127
1,48,1,5,353,1,353
0,72,0,30,1671,1,335
0,73,0,48,1310,0,317
0,79,0,176,1148,1,189
0,66,0,327,1234,0,38
1,83,0,322,312,1,43
1,51,0,11,88,1,88
0,84,1,228,1677,1,137
1,72,1,157,1369,0,208
0,36,1,126,1231,0,239
0,29,0,247,858,1,118
1,49,1,41,541,1,324
1,41,0,105,775,0,260
0,38,0,156,505,1,209
1,56,1,104,772,1,261
0,65,1,168,1042,1,197
1,71,1,276,705,0,89
0,50,0,173,507,1,192
0,22,0,321,193,1,44
1,48,1,120,673,0,245
0,13,0,96,199,0,199
1,23,0,38,132,0,132
0,14,1,75,610,1,290
1,77,0,202,1178,0,163
0,45,0,3,1191,0,362
1,80,0,136,910,1,229
0,30,0,101,880,0,264
1,59,1,56,1467,0,309
0,63,1,294,339,1,71
0,51,0,117,846,0,248
1,16,0,213,259,1,152
0,61,0,201,967,0,164
0,79,0,178,614,0,187
0,76,1,341,233,1,24
0,71,1,119,400,1,246
1,58,1,44,1578,1,321
0,40,0,328,702,1,37
0,40,0,31,932,0,334
1,20,1,319,205,1,46
1,18,0,44,583,0,321
1,39,1,361,921,1,4
0,47,0,321,635,0,44
0,68,1,118,1573,1,247
1,36,0,251,1143,0,114
0,42,0,239,1305,1,126
0,52,0,244,246,1,121
1,50,1,271,984,0,94
1,37,1,265,790,0,100
0,13,1,88,821,0,277
0,23,0,95,703,0,270
0,15,0,310,723,1,55
0,48,0,280,972,1,85
1,14,0,331,1016,1,34
1,29,0,42,256,1,256
0,40,0,308,1222,1,57
1,22,0,121,778,1,244
0,83,1,350,253,1,15
1,71,1,290,1662,0,75
1,61,1,165,18,0,18
0,22,1,222,722,1,143
1,49,0,250,459,1,115
0,13,0,35,1208,0,330
1,21,0,43,904,1,322
0,24,0,87,421,1,278
1,13,0,348,978,1,17
0,62,0,317,318,1,48
1,79,1,233,149,1,132
0,53,1,142,663,1,223
0,78,0,166,1748,0,199
0,42,0,242,1083,0,123
1,84,1,233,55,1,55
1,48,1,134,76,0,76
0,74,1,62,327,1,303
1,78,0,56,640,1,309
1,82,1,223,798,1,142
0,27,1,266,284,0,99
0,21,1,340,1158,0,25
1,31,0,224,906,0,141
1,39,1,212,1015,1,153
1,74,0,342,423,0,23
0,76,1,49,983,1,316
0,57,0,128,664,1,237
1,56,0,234,513,0,131
1,67,0,179,875,1,186
0,79,0,235,393,1,130
0,25,1,155,560,1,210
1,77,1,129,842,1,236
1,44,0,63,1312,1,302
0,43,1,2,647,1,363
1,57,0,245,857,0,120
0,21,0,166,238,0,199
0,50,0,55,594,1,310
0,62,1,46,11,1,11
1,84,1,80,846,0,285
0,68,0,40,1064,0,325
0,64,1,306,1739,0,59
0,58,0,17,974,0,348
